"id","user_id","restaurant_id","total_quantity","total_price","status","created_at","updated_at"
56,39,7,5,31.0,CREATED,"2023-03-21 15:44:50","2023-03-21 15:44:50"
57,39,7,5,31.0,CREATED,"2023-03-21 15:44:50","2023-03-21 15:44:50"
58,39,7,5,31.0,CREATED,"2023-03-21 15:44:50","2023-03-21 15:44:50"
59,39,7,5,31.0,CREATED,"2023-03-21 15:47:27","2023-03-21 15:47:27"
60,39,7,5,31.0,CREATED,"2023-03-21 15:47:27","2023-03-21 15:47:27"
61,39,7,5,31.0,CREATED,"2023-03-21 15:47:27","2023-03-21 15:47:27"
62,39,7,5,0.0,CREATED,"2023-03-21 16:07:29","2023-03-21 16:07:29"
63,39,7,5,0.0,CREATED,"2023-03-21 16:08:10","2023-03-21 16:08:10"
64,39,7,5,0.0,CREATED,"2023-03-21 16:08:10","2023-03-21 16:08:10"
65,39,7,5,0.0,CREATED,"2023-03-21 16:08:10","2023-03-21 16:08:10"
66,39,7,5,0.0,CREATED,"2023-03-21 16:09:52","2023-03-21 16:09:52"
67,39,7,5,0.0,CREATED,"2023-03-21 16:09:59","2023-03-21 16:09:59"
68,39,7,5,0.0,CREATED,"2023-03-21 16:11:32","2023-03-21 16:11:32"
69,39,7,5,0.0,CREATED,"2023-03-21 16:11:32","2023-03-21 16:11:32"
70,39,7,5,0.0,CREATED,"2023-03-21 16:11:32","2023-03-21 16:11:32"
71,39,7,5,0.0,CREATED,"2023-03-21 16:13:15","2023-03-21 16:13:15"
72,39,7,5,0.0,CREATED,"2023-03-21 16:13:15","2023-03-21 16:13:15"
73,39,7,5,0.0,CREATED,"2023-03-21 16:13:15","2023-03-21 16:13:15"
74,39,7,5,0.0,CREATED,"2023-03-21 16:14:35","2023-03-21 16:14:35"
75,39,7,5,0.0,CREATED,"2023-03-21 16:14:35","2023-03-21 16:14:35"
76,39,7,5,0.0,CREATED,"2023-03-21 16:14:35","2023-03-21 16:14:35"
77,39,7,5,0.0,CREATED,"2023-03-21 16:15:28","2023-03-21 16:15:28"
78,39,7,5,0.0,CREATED,"2023-03-21 16:15:28","2023-03-21 16:15:28"
79,39,7,5,0.0,CREATED,"2023-03-21 16:15:28","2023-03-21 16:15:28"
80,39,7,5,0.0,CREATED,"2023-03-21 16:18:25","2023-03-21 16:18:25"
81,39,7,5,0.0,CREATED,"2023-03-21 16:18:25","2023-03-21 16:18:25"
82,39,7,5,0.0,CREATED,"2023-03-21 16:18:25","2023-03-21 16:18:25"
83,39,7,5,0.0,CREATED,"2023-03-21 16:18:41","2023-03-21 16:18:41"
84,39,7,5,0.0,CREATED,"2023-03-21 16:18:41","2023-03-21 16:18:41"
85,39,7,5,0.0,CREATED,"2023-03-21 16:19:10","2023-03-21 16:19:10"
86,39,7,5,0.0,CREATED,"2023-03-21 16:19:24","2023-03-21 16:19:24"
87,39,7,5,0.0,CREATED,"2023-03-21 16:19:24","2023-03-21 16:19:24"
88,39,7,5,0.0,CREATED,"2023-03-21 16:20:18","2023-03-21 16:20:18"
89,39,7,5,0.0,CREATED,"2023-03-21 16:20:23","2023-03-21 16:20:23"
90,39,7,5,0.0,CREATED,"2023-03-21 16:21:17","2023-03-21 16:21:17"
91,39,7,5,0.0,CREATED,"2023-03-21 16:21:46","2023-03-21 16:21:46"
92,39,7,5,0.0,CREATED,"2023-03-21 16:22:54","2023-03-21 16:22:54"
93,39,7,5,0.0,CREATED,"2023-03-21 16:23:03","2023-03-21 16:23:03"
94,39,7,5,0.0,CREATED,"2023-03-21 16:23:33","2023-03-21 16:23:33"
95,39,7,5,0.0,CREATED,"2023-03-21 16:24:00","2023-03-21 16:24:00"
96,39,7,5,0.0,CREATED,"2023-03-21 16:25:24","2023-03-21 16:25:24"
97,39,7,5,0.0,CREATED,"2023-03-21 16:27:02","2023-03-21 16:27:02"
98,39,7,5,0.0,CREATED,"2023-03-21 16:27:33","2023-03-21 16:27:33"
99,39,7,5,0.0,CREATED,"2023-03-21 16:29:29","2023-03-21 16:29:29"
100,39,7,5,0.0,CREATED,"2023-03-21 16:29:46","2023-03-21 16:29:46"
101,39,7,5,0.0,CREATED,"2023-03-21 16:31:31","2023-03-21 16:31:31"
102,39,7,5,0.0,CREATED,"2023-03-21 16:32:33","2023-03-21 16:32:33"
103,39,7,5,0.0,CREATED,"2023-03-21 16:32:50","2023-03-21 16:32:50"
104,39,7,5,0.0,CREATED,"2023-03-21 16:33:30","2023-03-21 16:33:30"
105,39,7,5,0.0,CREATED,"2023-03-21 16:33:36","2023-03-21 16:33:36"
106,39,7,5,0.0,CREATED,"2023-03-21 16:34:11","2023-03-21 16:34:11"
107,39,7,5,0.0,CREATED,"2023-03-21 16:34:27","2023-03-21 16:34:27"
108,39,7,5,0.0,CREATED,"2023-03-21 16:34:39","2023-03-21 16:34:39"
109,39,7,5,0.0,CREATED,"2023-03-21 16:35:25","2023-03-21 16:35:25"
110,39,7,5,0.0,CREATED,"2023-03-21 16:35:35","2023-03-21 16:35:35"
111,39,7,5,0.0,CREATED,"2023-03-21 16:35:48","2023-03-21 16:35:48"
112,39,7,5,0.0,CREATED,"2023-03-21 16:36:00","2023-03-21 16:36:00"
113,39,7,5,0.0,CREATED,"2023-03-21 16:36:39","2023-03-21 16:36:39"
114,39,7,5,0.0,CREATED,"2023-03-21 16:37:01","2023-03-21 16:37:01"
115,39,7,5,0.0,CREATED,"2023-03-21 16:37:21","2023-03-21 16:37:21"
116,39,7,5,53.0,CREATED,"2023-03-21 16:38:40","2023-03-21 16:38:40"
117,39,7,5,0.0,CREATED,"2023-03-21 16:40:56","2023-03-21 16:40:56"
118,39,7,5,53.0,CREATED,"2023-03-21 16:41:14","2023-03-21 16:41:14"
119,39,7,5,53.0,CREATED,"2023-03-21 16:44:42","2023-03-21 16:44:42"
120,39,7,5,53.0,CREATED,"2023-03-21 16:46:50","2023-03-21 16:46:50"
121,39,7,5,53.0,CREATED,"2023-03-21 16:49:44","2023-03-21 16:49:44"
122,39,7,5,53.0,CREATED,"2023-03-21 16:50:14","2023-03-21 16:50:14"
123,39,7,5,53.0,CREATED,"2023-03-21 16:50:46","2023-03-21 16:50:46"
124,39,7,5,53.0,CREATED,"2023-03-21 16:52:05","2023-03-21 16:52:05"
125,39,7,5,53.0,CREATED,"2023-03-21 16:53:34","2023-03-21 16:53:34"
126,39,7,5,53.0,CREATED,"2023-03-21 16:54:30","2023-03-21 16:54:30"
127,39,7,5,53.0,CREATED,"2023-03-21 17:03:00","2023-03-21 17:03:00"
128,39,7,11,166.0,CREATED,"2023-03-21 17:15:56","2023-03-21 17:15:56"
129,63,7,11,166.0,CREATED,"2023-03-23 16:18:55","2023-03-23 16:18:55"
130,59,7,11,166.0,CREATED,"2023-03-24 14:06:12","2023-03-24 14:06:12"
131,59,7,11,166.0,CREATED,"2023-03-24 14:11:27","2023-03-24 14:11:27"
132,59,7,11,166.0,CREATED,"2023-03-24 14:15:33","2023-03-24 14:15:33"
133,59,7,11,166.0,CREATED,"2023-03-24 14:56:29","2023-03-24 14:56:29"
134,64,7,5,74.0,CREATED,"2023-03-28 14:05:04","2023-03-28 14:05:04"
135,38,7,5,74.0,CREATED,"2023-03-28 15:07:56","2023-03-28 15:07:56"
136,38,7,11,146.0,CREATED,"2023-03-28 18:16:14","2023-03-28 18:16:14"
137,38,7,11,146.0,CREATED,"2023-03-29 15:27:50","2023-03-29 15:27:50"
138,67,7,11,146.0,CREATED,"2023-03-29 20:04:18","2023-03-29 20:04:18"
139,67,7,11,146.0,CREATED,"2023-03-29 20:06:28","2023-03-29 20:06:28"
140,38,7,11,146.0,CREATED,"2023-04-03 17:00:12","2023-04-03 17:00:12"
141,39,1,5,25.0,CREATED,"2023-04-04 17:09:12","2023-04-04 17:09:12"
142,39,7,2,24.0,CREATED,"2023-04-05 13:33:45","2023-04-05 13:33:45"
143,39,7,2,24.0,CREATED,"2023-04-05 13:39:27","2023-04-05 13:39:27"
144,39,7,2,24.0,CREATED,"2023-04-05 13:40:24","2023-04-05 13:40:24"
145,39,7,2,24.0,CREATED,"2023-04-05 13:42:21","2023-04-05 13:42:21"
146,39,7,2,24.0,CREATED,"2023-04-05 14:08:11","2023-04-05 14:08:11"
147,39,7,2,24.0,CREATED,"2023-04-05 14:08:44","2023-04-05 14:08:44"
148,39,7,2,24.0,CREATED,"2023-04-05 14:08:46","2023-04-05 14:08:46"
149,39,7,2,24.0,CREATED,"2023-04-05 14:08:48","2023-04-05 14:08:48"
150,39,7,2,24.0,CREATED,"2023-04-05 14:09:26","2023-04-05 14:09:26"
151,39,7,2,24.0,CREATED,"2023-04-05 14:09:28","2023-04-05 14:09:28"
152,39,7,2,24.0,CREATED,"2023-04-05 14:09:29","2023-04-05 14:09:29"
153,39,7,3,19.0,CREATED,"2023-04-05 16:25:19","2023-04-05 16:25:19"
154,39,7,3,27.0,CREATED,"2023-04-05 16:37:52","2023-04-05 16:37:52"
155,39,7,3,25.0,CREATED,"2023-04-05 18:03:54","2023-04-05 18:03:54"
156,39,7,3,33.0,CREATED,"2023-04-05 18:08:43","2023-04-05 18:08:43"
157,39,7,2,22.0,CREATED,"2023-04-05 19:24:58","2023-04-05 19:24:58"
158,39,7,2,10.0,CREATED,"2023-04-05 19:28:53","2023-04-05 19:28:53"
159,39,7,2,12.0,CREATED,"2023-04-05 19:30:10","2023-04-05 19:30:10"
160,39,7,2,14.0,CREATED,"2023-04-05 19:31:28","2023-04-05 19:31:28"
161,39,7,4,34.0,CREATED,"2023-04-06 13:38:22","2023-04-06 13:38:22"
162,39,7,4,34.0,CREATED,"2023-04-06 13:40:48","2023-04-06 13:40:48"
163,39,7,4,34.0,CREATED,"2023-04-06 13:44:32","2023-04-06 13:44:32"
164,39,7,4,34.0,CREATED,"2023-04-06 13:52:23","2023-04-06 13:52:23"
165,39,7,4,34.0,CREATED,"2023-04-06 13:54:27","2023-04-06 13:54:27"
166,39,7,10,65.0,CREATED,"2023-04-06 14:03:07","2023-04-06 14:03:07"
167,39,7,10,65.0,CREATED,"2023-04-06 14:04:14","2023-04-06 14:04:14"
168,38,7,10,65.0,CREATED,"2023-04-11 14:13:26","2023-04-11 14:13:26"
169,39,7,7,49.0,CREATED,"2023-04-11 14:14:59","2023-04-11 14:14:59"
170,39,7,7,49.0,CREATED,"2023-04-11 14:25:03","2023-04-11 14:25:03"
171,39,7,7,49.0,CREATED,"2023-04-11 14:31:41","2023-04-11 14:31:41"
172,39,7,7,49.0,CREATED,"2023-04-11 15:13:03","2023-04-11 15:13:03"
173,39,7,7,49.0,CREATED,"2023-04-11 15:13:30","2023-04-11 15:13:30"
174,39,7,7,49.0,CREATED,"2023-04-11 15:14:16","2023-04-11 15:14:16"
175,39,7,7,49.0,CREATED,"2023-04-11 15:14:16","2023-04-11 15:14:16"
176,39,7,7,49.0,CREATED,"2023-04-11 15:14:21","2023-04-11 15:14:21"
177,39,7,7,49.0,CREATED,"2023-04-11 15:14:44","2023-04-11 15:14:44"
178,39,7,7,49.0,CREATED,"2023-04-11 15:14:44","2023-04-11 15:14:44"
179,39,7,7,49.0,CREATED,"2023-04-11 15:14:44","2023-04-11 15:14:44"
180,39,7,7,49.0,CREATED,"2023-04-11 15:14:49","2023-04-11 15:14:49"
181,39,7,7,49.0,CREATED,"2023-04-11 15:16:28","2023-04-11 15:16:28"
182,39,7,7,49.0,CREATED,"2023-04-11 15:16:31","2023-04-11 15:16:31"
183,39,7,7,49.0,CREATED,"2023-04-11 15:24:43","2023-04-11 15:24:43"
184,38,7,10,65.0,RESTAURANT_NOTIFIED,"2024-01-09 18:44:03","2024-01-09 18:44:03"
185,39,7,7,49.0,CREATED,"2023-04-11 17:32:38","2023-04-11 17:32:38"
186,39,7,7,49.0,CREATED,"2023-04-11 17:33:46","2023-04-11 17:33:46"
187,39,7,7,49.0,CREATED,"2023-04-11 17:33:47","2023-04-11 17:33:47"
188,39,7,7,49.0,CREATED,"2023-04-11 17:55:43","2023-04-11 17:55:43"
189,39,7,7,49.0,CREATED,"2023-04-11 17:55:58","2023-04-11 17:55:58"
190,39,7,5,25.0,CREATED,"2023-04-11 18:30:52","2023-04-11 18:30:52"
191,39,7,5,30.0,CREATED,"2023-04-11 18:32:02","2023-04-11 18:32:02"
192,39,7,5,30.0,RESTAURANT_NOTIFIED,"2023-05-18 18:10:10","2023-05-18 18:10:10"
193,39,7,7,49.0,RESTAURANT_NOTIFIED,"2023-05-18 17:30:42","2023-05-18 17:30:42"
194,39,7,7,49.0,RESTAURANT_NOTIFIED,"2023-05-18 17:41:58","2023-05-18 17:41:58"
195,39,7,7,49.0,RESTAURANT_NOTIFIED,"2023-05-18 17:46:20","2023-05-18 17:46:20"
196,39,7,7,49.0,RESTAURANT_NOTIFIED,"2023-05-18 17:30:18","2023-05-18 17:30:18"
197,38,7,7,49.0,RESTAURANT_NOTIFIED,"2024-01-09 18:44:02","2024-01-09 18:44:02"
198,38,7,7,49.0,RESTAURANT_NOTIFIED,"2024-01-09 18:01:43","2024-01-09 18:01:43"
199,38,7,7,49.0,RESTAURANT_NOTIFIED,"2024-01-09 17:57:06","2024-01-09 17:57:06"
200,38,7,7,49.0,RESTAURANT_NOTIFIED,"2024-01-09 17:54:06","2024-01-09 17:54:06"
201,38,7,7,49.0,RESTAURANT_NOTIFIED,"2024-01-09 17:52:44","2024-01-09 17:52:44"
202,38,7,7,49.0,RESTAURANT_NOTIFIED,"2024-01-09 17:50:46","2024-01-09 17:50:46"
203,38,7,7,49.0,RESTAURANT_NOTIFIED,"2024-01-09 16:40:46","2024-01-09 16:40:46"
204,38,7,7,49.0,RESTAURANT_NOTIFIED,"2024-01-09 16:39:03","2024-01-09 16:39:03"
205,38,7,7,49.0,RESTAURANT_NOTIFIED,"2023-12-22 17:42:35","2023-12-22 17:42:35"
206,38,7,7,49.0,RESTAURANT_NOTIFIED,"2023-12-22 17:38:14","2023-12-22 17:38:14"
207,38,7,7,49.0,RESTAURANT_NOTIFIED,"2023-12-22 17:37:25","2023-12-22 17:37:25"
208,38,5,5,28.0,RESTAURANT_NOTIFIED,"2023-12-22 17:36:36","2023-12-22 17:36:36"
209,38,5,5,28.0,RESTAURANT_NOTIFIED,"2023-12-22 17:32:06","2023-12-22 17:32:06"
210,38,5,5,28.0,RESTAURANT_NOTIFIED,"2023-12-22 17:31:43","2023-12-22 17:31:43"
211,38,5,2,11.0,RESTAURANT_NOTIFIED,"2023-12-22 17:28:20","2023-12-22 17:28:20"
212,38,5,2,11.0,RESTAURANT_NOTIFIED,"2023-12-22 17:27:15","2023-12-22 17:27:15"
213,38,5,2,11.0,RESTAURANT_NOTIFIED,"2023-12-22 17:26:47","2023-12-22 17:26:47"
214,38,5,2,11.0,RESTAURANT_NOTIFIED,"2023-12-22 17:25:51","2023-12-22 17:25:51"
215,38,6,1,6.0,RESTAURANT_NOTIFIED,"2023-12-22 17:24:42","2023-12-22 17:24:42"
216,38,6,1,6.0,RESTAURANT_NOTIFIED,"2023-05-18 18:26:53","2023-05-18 18:26:53"
217,38,6,1,6.0,RESTAURANT_NOTIFIED,"2023-05-18 18:25:37","2023-05-18 18:25:37"
218,38,6,2,12.0,RESTAURANT_NOTIFIED,"2023-05-18 18:09:50","2023-05-18 18:09:50"
219,38,6,2,12.0,RESTAURANT_RECEIVED,"2023-05-18 17:43:54","2023-05-18 17:43:54"
220,38,6,2,12.0,RESTAURANT_NOTIFIED,"2023-05-18 17:41:51","2023-05-18 17:41:51"
221,38,6,1,6.0,RESTAURANT_RECEIVED,"2023-05-18 17:31:15","2023-05-18 17:31:15"
222,38,6,1,6.0,RESTAURANT_RECEIVED,"2023-05-18 17:13:52","2023-05-18 17:13:52"
223,38,6,1,6.0,RESTAURANT_RECEIVED,"2023-05-18 17:02:12","2023-05-18 17:02:12"
224,38,6,1,6.0,RESTAURANT_NOTIFIED,"2023-05-18 17:01:20","2023-05-18 17:01:20"
225,38,5,2,11.0,RESTAURANT_NOTIFIED,"2023-05-18 16:47:58","2023-05-18 16:47:58"
226,38,5,1,5.0,RESTAURANT_NOTIFIED,"2023-05-18 16:41:56","2023-05-18 16:41:56"
227,38,6,1,6.0,RESTAURANT_RECEIVED,"2023-05-17 16:33:44","2023-05-17 16:33:44"
228,38,1,1,10.0,RESTAURANT_NOTIFIED,"2023-05-17 15:34:12","2023-05-17 15:34:12"
229,38,1,1,11.0,RESTAURANT_NOTIFIED,"2023-05-17 15:31:28","2023-05-17 15:31:28"
230,38,1,2,20.0,RESTAURANT_NOTIFIED,"2023-05-17 15:27:09","2023-05-17 15:27:09"
231,38,6,2,12.0,RESTAURANT_NOTIFIED,"2023-12-22 17:24:37","2023-12-22 17:24:37"
232,38,6,3,18.0,RESTAURANT_NOTIFIED,"2023-12-22 17:24:25","2023-12-22 17:24:25"
233,38,5,3,18.0,RESTAURANT_NOTIFIED,"2023-12-22 17:21:50","2023-12-22 17:21:50"
234,38,6,1,6.0,RESTAURANT_NOTIFIED,"2023-12-22 17:21:03","2023-12-22 17:21:03"
235,38,6,2,12.0,RESTAURANT_NOTIFIED,"2023-12-22 17:21:01","2023-12-22 17:21:01"
236,38,6,1,6.0,RESTAURANT_NOTIFIED,"2023-12-22 17:20:23","2023-12-22 17:20:23"
237,38,6,2,12.0,RESTAURANT_NOTIFIED,"2023-12-22 17:19:53","2023-12-22 17:19:53"
238,38,5,2,10.0,RESTAURANT_NOTIFIED,"2023-12-22 17:19:02","2023-12-22 17:19:02"
239,38,5,2,10.0,RESTAURANT_NOTIFIED,"2023-12-22 17:18:23","2023-12-22 17:18:23"
240,38,5,1,5.0,RESTAURANT_NOTIFIED,"2023-12-22 17:17:18","2023-12-22 17:17:18"
241,38,5,1,5.0,RESTAURANT_NOTIFIED,"2023-12-22 17:16:18","2023-12-22 17:16:18"
242,38,4,1,10.0,RESTAURANT_NOTIFIED,"2023-12-22 17:08:20","2023-12-22 17:08:20"
243,38,6,1,6.0,RESTAURANT_NOTIFIED,"2023-12-22 16:36:11","2023-12-22 16:36:11"
244,38,7,2,20.0,RESTAURANT_NOTIFIED,"2023-12-22 16:34:59","2023-12-22 16:34:59"
245,38,5,1,5.0,RESTAURANT_NOTIFIED,"2023-12-22 16:34:36","2023-12-22 16:34:36"
246,38,5,1,5.0,RESTAURANT_NOTIFIED,"2023-12-22 16:34:31","2023-12-22 16:34:31"
247,38,5,2,10.0,RESTAURANT_NOTIFIED,"2023-12-22 16:32:07","2023-12-22 16:32:07"
248,38,6,2,12.0,RESTAURANT_RECEIVED,"2023-11-24 17:24:35","2023-11-24 17:24:35"
249,38,8,4,22.0,RESTAURANT_RECEIVED,"2023-11-24 17:30:13","2023-11-24 17:30:13"
250,38,8,6,31.0,RESTAURANT_NOTIFIED,"2023-11-28 13:56:23","2023-11-28 13:56:23"
251,38,8,6,33.0,RESTAURANT_RECEIVED,"2023-11-24 17:56:21","2023-11-24 17:56:21"
