"id","order_id","product_id","quantity","price","created_at","updated_at"
132,63,6,3,11.0,"2023-03-21 16:08:10","2023-03-21 16:08:10"
133,64,4,1,10.0,"2023-03-21 16:08:10","2023-03-21 16:08:10"
134,64,5,1,10.0,"2023-03-21 16:08:10","2023-03-21 16:08:10"
135,64,6,3,11.0,"2023-03-21 16:08:10","2023-03-21 16:08:10"
136,65,4,1,10.0,"2023-03-21 16:08:10","2023-03-21 16:08:10"
137,65,5,1,10.0,"2023-03-21 16:08:10","2023-03-21 16:08:10"
138,65,6,3,11.0,"2023-03-21 16:08:10","2023-03-21 16:08:10"
139,66,4,1,10.0,"2023-03-21 16:09:52","2023-03-21 16:09:52"
140,66,5,1,10.0,"2023-03-21 16:09:52","2023-03-21 16:09:52"
141,66,6,3,11.0,"2023-03-21 16:09:52","2023-03-21 16:09:52"
142,67,4,1,10.0,"2023-03-21 16:09:59","2023-03-21 16:09:59"
143,67,5,1,10.0,"2023-03-21 16:09:59","2023-03-21 16:09:59"
144,67,6,3,11.0,"2023-03-21 16:09:59","2023-03-21 16:09:59"
145,68,4,1,10.0,"2023-03-21 16:11:32","2023-03-21 16:11:32"
146,68,5,1,10.0,"2023-03-21 16:11:32","2023-03-21 16:11:32"
147,68,6,3,11.0,"2023-03-21 16:11:32","2023-03-21 16:11:32"
148,69,4,1,10.0,"2023-03-21 16:11:32","2023-03-21 16:11:32"
149,69,5,1,10.0,"2023-03-21 16:11:32","2023-03-21 16:11:32"
150,69,6,3,11.0,"2023-03-21 16:11:32","2023-03-21 16:11:32"
151,70,4,1,10.0,"2023-03-21 16:11:32","2023-03-21 16:11:32"
152,70,5,1,10.0,"2023-03-21 16:11:32","2023-03-21 16:11:32"
153,70,6,3,11.0,"2023-03-21 16:11:32","2023-03-21 16:11:32"
154,71,4,1,10.0,"2023-03-21 16:13:15","2023-03-21 16:13:15"
155,71,5,1,10.0,"2023-03-21 16:13:15","2023-03-21 16:13:15"
156,71,6,3,11.0,"2023-03-21 16:13:15","2023-03-21 16:13:15"
157,72,4,1,10.0,"2023-03-21 16:13:15","2023-03-21 16:13:15"
158,72,5,1,10.0,"2023-03-21 16:13:15","2023-03-21 16:13:15"
159,72,6,3,11.0,"2023-03-21 16:13:15","2023-03-21 16:13:15"
160,73,4,1,10.0,"2023-03-21 16:13:15","2023-03-21 16:13:15"
161,73,5,1,10.0,"2023-03-21 16:13:15","2023-03-21 16:13:15"
162,73,6,3,11.0,"2023-03-21 16:13:15","2023-03-21 16:13:15"
163,74,4,1,10.0,"2023-03-21 16:14:35","2023-03-21 16:14:35"
164,74,5,1,10.0,"2023-03-21 16:14:35","2023-03-21 16:14:35"
165,74,6,3,11.0,"2023-03-21 16:14:35","2023-03-21 16:14:35"
166,75,4,1,10.0,"2023-03-21 16:14:35","2023-03-21 16:14:35"
167,75,5,1,10.0,"2023-03-21 16:14:35","2023-03-21 16:14:35"
168,75,6,3,11.0,"2023-03-21 16:14:35","2023-03-21 16:14:35"
169,76,4,1,10.0,"2023-03-21 16:14:35","2023-03-21 16:14:35"
170,76,5,1,10.0,"2023-03-21 16:14:35","2023-03-21 16:14:35"
171,76,6,3,11.0,"2023-03-21 16:14:35","2023-03-21 16:14:35"
172,77,4,1,10.0,"2023-03-21 16:15:28","2023-03-21 16:15:28"
173,77,5,1,10.0,"2023-03-21 16:15:28","2023-03-21 16:15:28"
174,77,6,3,11.0,"2023-03-21 16:15:28","2023-03-21 16:15:28"
175,78,4,1,10.0,"2023-03-21 16:15:28","2023-03-21 16:15:28"
176,78,5,1,10.0,"2023-03-21 16:15:28","2023-03-21 16:15:28"
177,78,6,3,11.0,"2023-03-21 16:15:28","2023-03-21 16:15:28"
178,79,4,1,10.0,"2023-03-21 16:15:28","2023-03-21 16:15:28"
179,79,5,1,10.0,"2023-03-21 16:15:28","2023-03-21 16:15:28"
180,79,6,3,11.0,"2023-03-21 16:15:28","2023-03-21 16:15:28"
181,80,4,1,10.0,"2023-03-21 16:18:25","2023-03-21 16:18:25"
182,80,5,1,10.0,"2023-03-21 16:18:25","2023-03-21 16:18:25"
183,80,6,3,11.0,"2023-03-21 16:18:25","2023-03-21 16:18:25"
184,81,4,1,10.0,"2023-03-21 16:18:25","2023-03-21 16:18:25"
185,81,5,1,10.0,"2023-03-21 16:18:25","2023-03-21 16:18:25"
186,81,6,3,11.0,"2023-03-21 16:18:25","2023-03-21 16:18:25"
187,82,4,1,10.0,"2023-03-21 16:18:25","2023-03-21 16:18:25"
188,82,5,1,10.0,"2023-03-21 16:18:25","2023-03-21 16:18:25"
189,82,6,3,11.0,"2023-03-21 16:18:25","2023-03-21 16:18:25"
190,83,4,1,10.0,"2023-03-21 16:18:41","2023-03-21 16:18:41"
191,83,5,1,10.0,"2023-03-21 16:18:41","2023-03-21 16:18:41"
192,83,6,3,11.0,"2023-03-21 16:18:41","2023-03-21 16:18:41"
193,84,4,1,10.0,"2023-03-21 16:18:41","2023-03-21 16:18:41"
194,84,5,1,10.0,"2023-03-21 16:18:41","2023-03-21 16:18:41"
195,84,6,3,11.0,"2023-03-21 16:18:41","2023-03-21 16:18:41"
196,85,4,1,10.0,"2023-03-21 16:19:10","2023-03-21 16:19:10"
197,85,5,1,10.0,"2023-03-21 16:19:10","2023-03-21 16:19:10"
198,85,6,3,11.0,"2023-03-21 16:19:10","2023-03-21 16:19:10"
199,86,4,1,10.0,"2023-03-21 16:19:24","2023-03-21 16:19:24"
200,86,5,1,10.0,"2023-03-21 16:19:24","2023-03-21 16:19:24"
201,86,6,3,11.0,"2023-03-21 16:19:24","2023-03-21 16:19:24"
202,87,4,1,10.0,"2023-03-21 16:19:24","2023-03-21 16:19:24"
203,87,5,1,10.0,"2023-03-21 16:19:24","2023-03-21 16:19:24"
204,87,6,3,11.0,"2023-03-21 16:19:24","2023-03-21 16:19:24"
205,88,4,1,10.0,"2023-03-21 16:20:18","2023-03-21 16:20:18"
206,88,5,1,10.0,"2023-03-21 16:20:18","2023-03-21 16:20:18"
207,88,6,3,11.0,"2023-03-21 16:20:18","2023-03-21 16:20:18"
208,89,4,1,10.0,"2023-03-21 16:20:23","2023-03-21 16:20:23"
209,89,5,1,10.0,"2023-03-21 16:20:23","2023-03-21 16:20:23"
210,89,6,3,11.0,"2023-03-21 16:20:23","2023-03-21 16:20:23"
211,90,4,1,10.0,"2023-03-21 16:21:17","2023-03-21 16:21:17"
212,90,5,1,10.0,"2023-03-21 16:21:17","2023-03-21 16:21:17"
213,90,6,3,11.0,"2023-03-21 16:21:17","2023-03-21 16:21:17"
214,91,4,1,10.0,"2023-03-21 16:21:46","2023-03-21 16:21:46"
215,91,5,1,10.0,"2023-03-21 16:21:46","2023-03-21 16:21:46"
216,91,6,3,11.0,"2023-03-21 16:21:46","2023-03-21 16:21:46"
217,92,4,1,10.0,"2023-03-21 16:22:54","2023-03-21 16:22:54"
218,92,5,1,10.0,"2023-03-21 16:22:54","2023-03-21 16:22:54"
219,92,6,3,11.0,"2023-03-21 16:22:54","2023-03-21 16:22:54"
220,93,4,1,10.0,"2023-03-21 16:23:03","2023-03-21 16:23:03"
221,93,5,1,10.0,"2023-03-21 16:23:03","2023-03-21 16:23:03"
222,93,6,3,11.0,"2023-03-21 16:23:03","2023-03-21 16:23:03"
223,94,4,1,10.0,"2023-03-21 16:23:33","2023-03-21 16:23:33"
224,94,5,1,10.0,"2023-03-21 16:23:33","2023-03-21 16:23:33"
225,94,6,3,11.0,"2023-03-21 16:23:33","2023-03-21 16:23:33"
226,95,4,1,10.0,"2023-03-21 16:24:00","2023-03-21 16:24:00"
227,95,5,1,10.0,"2023-03-21 16:24:00","2023-03-21 16:24:00"
228,95,6,3,11.0,"2023-03-21 16:24:00","2023-03-21 16:24:00"
229,96,4,1,10.0,"2023-03-21 16:25:24","2023-03-21 16:25:24"
230,96,5,1,10.0,"2023-03-21 16:25:24","2023-03-21 16:25:24"
231,96,6,3,11.0,"2023-03-21 16:25:24","2023-03-21 16:25:24"
232,100,4,1,10.0,"2023-03-21 16:29:46","2023-03-21 16:29:46"
233,100,5,1,10.0,"2023-03-21 16:29:46","2023-03-21 16:29:46"
234,100,6,3,11.0,"2023-03-21 16:29:46","2023-03-21 16:29:46"
235,101,4,1,10.0,"2023-03-21 16:31:31","2023-03-21 16:31:31"
236,101,5,1,10.0,"2023-03-21 16:31:31","2023-03-21 16:31:31"
237,101,6,3,11.0,"2023-03-21 16:31:31","2023-03-21 16:31:31"
238,102,4,1,10.0,"2023-03-21 16:32:33","2023-03-21 16:32:33"
239,102,5,1,10.0,"2023-03-21 16:32:33","2023-03-21 16:32:33"
240,102,6,3,11.0,"2023-03-21 16:32:33","2023-03-21 16:32:33"
241,103,4,1,10.0,"2023-03-21 16:32:50","2023-03-21 16:32:50"
242,103,5,1,10.0,"2023-03-21 16:32:50","2023-03-21 16:32:50"
243,103,6,3,11.0,"2023-03-21 16:32:50","2023-03-21 16:32:50"
244,104,4,1,10.0,"2023-03-21 16:33:30","2023-03-21 16:33:30"
245,104,5,1,10.0,"2023-03-21 16:33:30","2023-03-21 16:33:30"
246,104,6,3,11.0,"2023-03-21 16:33:30","2023-03-21 16:33:30"
247,105,4,1,10.0,"2023-03-21 16:33:36","2023-03-21 16:33:36"
248,105,5,1,10.0,"2023-03-21 16:33:36","2023-03-21 16:33:36"
249,105,6,3,11.0,"2023-03-21 16:33:36","2023-03-21 16:33:36"
250,106,4,1,10.0,"2023-03-21 16:34:11","2023-03-21 16:34:11"
251,106,5,1,10.0,"2023-03-21 16:34:11","2023-03-21 16:34:11"
252,106,6,3,11.0,"2023-03-21 16:34:11","2023-03-21 16:34:11"
253,107,4,1,10.0,"2023-03-21 16:34:27","2023-03-21 16:34:27"
254,107,5,1,10.0,"2023-03-21 16:34:27","2023-03-21 16:34:27"
255,107,6,3,11.0,"2023-03-21 16:34:27","2023-03-21 16:34:27"
256,108,4,1,10.0,"2023-03-21 16:34:39","2023-03-21 16:34:39"
257,108,5,1,10.0,"2023-03-21 16:34:39","2023-03-21 16:34:39"
258,108,6,3,11.0,"2023-03-21 16:34:39","2023-03-21 16:34:39"
259,109,4,1,10.0,"2023-03-21 16:35:25","2023-03-21 16:35:25"
260,109,5,1,10.0,"2023-03-21 16:35:25","2023-03-21 16:35:25"
261,109,6,3,11.0,"2023-03-21 16:35:25","2023-03-21 16:35:25"
262,110,4,1,10.0,"2023-03-21 16:35:35","2023-03-21 16:35:35"
263,110,5,1,10.0,"2023-03-21 16:35:35","2023-03-21 16:35:35"
264,110,6,3,11.0,"2023-03-21 16:35:35","2023-03-21 16:35:35"
265,111,4,1,10.0,"2023-03-21 16:35:48","2023-03-21 16:35:48"
266,111,5,1,10.0,"2023-03-21 16:35:48","2023-03-21 16:35:48"
267,111,6,3,11.0,"2023-03-21 16:35:48","2023-03-21 16:35:48"
268,112,4,1,10.0,"2023-03-21 16:36:00","2023-03-21 16:36:00"
269,112,5,1,10.0,"2023-03-21 16:36:00","2023-03-21 16:36:00"
270,112,6,3,11.0,"2023-03-21 16:36:00","2023-03-21 16:36:00"
271,113,4,1,10.0,"2023-03-21 16:36:39","2023-03-21 16:36:39"
272,113,5,1,10.0,"2023-03-21 16:36:39","2023-03-21 16:36:39"
273,113,6,3,11.0,"2023-03-21 16:36:39","2023-03-21 16:36:39"
274,114,4,1,10.0,"2023-03-21 16:37:01","2023-03-21 16:37:01"
275,114,5,1,10.0,"2023-03-21 16:37:01","2023-03-21 16:37:01"
276,114,6,3,11.0,"2023-03-21 16:37:01","2023-03-21 16:37:01"
277,115,4,1,10.0,"2023-03-21 16:37:21","2023-03-21 16:37:21"
278,115,5,1,10.0,"2023-03-21 16:37:21","2023-03-21 16:37:21"
279,115,6,3,11.0,"2023-03-21 16:37:21","2023-03-21 16:37:21"
280,116,4,1,10.0,"2023-03-21 16:38:40","2023-03-21 16:38:40"
281,116,5,1,10.0,"2023-03-21 16:38:40","2023-03-21 16:38:40"
282,116,6,3,11.0,"2023-03-21 16:38:40","2023-03-21 16:38:40"
283,118,4,1,10.0,"2023-03-21 16:41:14","2023-03-21 16:41:14"
284,118,5,1,10.0,"2023-03-21 16:41:14","2023-03-21 16:41:14"
285,118,6,3,11.0,"2023-03-21 16:41:14","2023-03-21 16:41:14"
286,119,4,1,10.0,"2023-03-21 16:44:42","2023-03-21 16:44:42"
287,119,5,1,10.0,"2023-03-21 16:44:42","2023-03-21 16:44:42"
288,119,6,3,11.0,"2023-03-21 16:44:42","2023-03-21 16:44:42"
289,120,4,1,10.0,"2023-03-21 16:46:50","2023-03-21 16:46:50"
290,120,5,1,10.0,"2023-03-21 16:46:50","2023-03-21 16:46:50"
291,120,6,3,11.0,"2023-03-21 16:46:50","2023-03-21 16:46:50"
292,121,4,1,10.0,"2023-03-21 16:49:44","2023-03-21 16:49:44"
293,121,5,1,10.0,"2023-03-21 16:49:44","2023-03-21 16:49:44"
294,121,6,3,11.0,"2023-03-21 16:49:44","2023-03-21 16:49:44"
295,122,4,1,10.0,"2023-03-21 16:50:14","2023-03-21 16:50:14"
296,122,5,1,10.0,"2023-03-21 16:50:14","2023-03-21 16:50:14"
297,122,6,3,11.0,"2023-03-21 16:50:14","2023-03-21 16:50:14"
298,123,4,1,10.0,"2023-03-21 16:50:46","2023-03-21 16:50:46"
299,123,5,1,10.0,"2023-03-21 16:50:46","2023-03-21 16:50:46"
300,123,6,3,11.0,"2023-03-21 16:50:46","2023-03-21 16:50:46"
301,124,4,1,10.0,"2023-03-21 16:52:05","2023-03-21 16:52:05"
302,124,5,1,10.0,"2023-03-21 16:52:05","2023-03-21 16:52:05"
303,124,6,3,11.0,"2023-03-21 16:52:05","2023-03-21 16:52:05"
304,125,4,1,10.0,"2023-03-21 16:53:34","2023-03-21 16:53:34"
305,125,5,1,10.0,"2023-03-21 16:53:34","2023-03-21 16:53:34"
306,125,6,3,11.0,"2023-03-21 16:53:34","2023-03-21 16:53:34"
307,126,4,1,10.0,"2023-03-21 16:54:30","2023-03-21 16:54:30"
308,126,5,1,10.0,"2023-03-21 16:54:30","2023-03-21 16:54:30"
309,126,6,3,11.0,"2023-03-21 16:54:30","2023-03-21 16:54:30"
310,127,4,1,10.0,"2023-03-21 17:03:00","2023-03-21 17:03:00"
311,127,5,1,10.0,"2023-03-21 17:03:00","2023-03-21 17:03:00"
312,127,6,3,11.0,"2023-03-21 17:03:00","2023-03-21 17:03:00"
313,128,1,2,10.0,"2023-03-21 17:15:56","2023-03-21 17:15:56"
314,128,7,4,14.0,"2023-03-21 17:15:56","2023-03-21 17:15:56"
315,128,8,5,18.0,"2023-03-21 17:15:56","2023-03-21 17:15:56"
316,129,1,2,10.0,"2023-03-23 16:18:55","2023-03-23 16:18:55"
317,129,7,4,14.0,"2023-03-23 16:18:55","2023-03-23 16:18:55"
318,129,8,5,18.0,"2023-03-23 16:18:55","2023-03-23 16:18:55"
319,130,1,2,10.0,"2023-03-24 14:06:12","2023-03-24 14:06:12"
320,130,7,4,14.0,"2023-03-24 14:06:12","2023-03-24 14:06:12"
321,130,8,5,18.0,"2023-03-24 14:06:12","2023-03-24 14:06:12"
322,131,1,2,10.0,"2023-03-24 14:11:27","2023-03-24 14:11:27"
323,131,7,4,14.0,"2023-03-24 14:11:27","2023-03-24 14:11:27"
324,131,8,5,18.0,"2023-03-24 14:11:27","2023-03-24 14:11:27"
325,132,1,2,10.0,"2023-03-24 14:15:33","2023-03-24 14:15:33"
326,132,7,4,14.0,"2023-03-24 14:15:33","2023-03-24 14:15:33"
327,132,8,5,18.0,"2023-03-24 14:15:33","2023-03-24 14:15:33"
328,133,1,2,10.0,"2023-03-24 14:56:29","2023-03-24 14:56:29"
329,133,7,4,14.0,"2023-03-24 14:56:29","2023-03-24 14:56:29"
330,133,8,5,18.0,"2023-03-24 14:56:29","2023-03-24 14:56:29"
331,134,1,1,10.0,"2023-03-28 14:05:04","2023-03-28 14:05:04"
332,134,7,2,14.0,"2023-03-28 14:05:04","2023-03-28 14:05:04"
333,134,8,2,18.0,"2023-03-28 14:05:04","2023-03-28 14:05:04"
334,135,1,1,10.0,"2023-03-28 15:07:56","2023-03-28 15:07:56"
335,135,7,2,14.0,"2023-03-28 15:07:56","2023-03-28 15:07:56"
336,135,8,2,18.0,"2023-03-28 15:07:56","2023-03-28 15:07:56"
337,136,1,6,10.0,"2023-03-28 18:16:14","2023-03-28 18:16:14"
338,136,7,1,14.0,"2023-03-28 18:16:14","2023-03-28 18:16:14"
339,136,8,4,18.0,"2023-03-28 18:16:14","2023-03-28 18:16:14"
340,137,1,6,10.0,"2023-03-29 15:27:50","2023-03-29 15:27:50"
341,137,7,1,14.0,"2023-03-29 15:27:50","2023-03-29 15:27:50"
342,137,8,4,18.0,"2023-03-29 15:27:50","2023-03-29 15:27:50"
343,138,1,6,10.0,"2023-03-29 20:04:18","2023-03-29 20:04:18"
344,138,7,1,14.0,"2023-03-29 20:04:18","2023-03-29 20:04:18"
345,138,8,4,18.0,"2023-03-29 20:04:18","2023-03-29 20:04:18"
346,139,1,6,10.0,"2023-03-29 20:06:28","2023-03-29 20:06:28"
347,139,7,1,14.0,"2023-03-29 20:06:28","2023-03-29 20:06:28"
348,139,8,4,18.0,"2023-03-29 20:06:28","2023-03-29 20:06:28"
